4039 88234
0 184 0.055556
0 185 0.038462
0 186 0.022727
0 187 0.062500
0 188 0.020833
0 189 0.142857
0 190 0.250000
0 191 0.333333
0 192 0.200000
0 193 0.200000
0 194 0.052632
0 195 0.111111
0 196 0.076923
0 197 0.062500
0 198 0.083333
0 199 0.021277
0 200 0.017544
0 201 0.250000
0 202 0.250000
0 203 0.017544
0 204 0.045455
0 205 0.500000
0 206 0.250000
0 207 0.333333
0 208 0.142857
0 209 1.000000
0 210 1.000000
0 211 0.033333
0 212 0.055556
0 213 0.025641
0 214 0.058824
0 215 1.000000
0 216 0.500000
0 217 0.125000
0 218 0.111111
0 219 0.166667
0 220 0.250000
0 221 0.125000
0 222 0.090909
0 223 0.037037
0 224 0.035714
0 225 0.100000
0 226 0.071429
0 227 0.066667
0 228 0.333333
0 229 0.166667
0 230 0.111111
0 231 0.047619
0 232 0.040000
0 233 0.500000
0 234 0.500000
0 235 0.200000
0 236 0.027027
0 237 0.142857
0 238 0.043478
0 239 0.016949
0 240 0.333333
0 241 0.500000
0 242 0.041667
0 243 0.125000
0 244 0.500000
0 245 0.200000
0 246 0.071429
0 247 0.333333
0 248 0.047619
0 249 0.041667
0 250 0.200000
0 251 0.071429
0 252 0.015385
0 253 0.333333
0 254 0.058824
0 255 0.500000
0 256 0.500000
0 257 0.055556
0 258 0.066667
0 259 0.125000
0 260 0.125000
0 261 0.026316
0 262 0.250000
0 263 0.142857
0 264 0.200000
0 265 0.037037
0 266 0.055556
0 267 0.500000
0 268 0.090909
0 269 0.166667
0 270 0.250000
0 271 0.013699
0 272 0.022222
0 273 0.111111
0 274 0.071429
0 275 0.100000
0 276 0.055556
0 277 0.015385
0 278 0.100000
0 279 0.500000
0 280 0.023256
0 281 0.062500
0 282 0.500000
0 283 0.200000
0 284 0.062500
0 285 0.021277
0 286 0.500000
0 287 1.000000
0 288 0.250000
0 289 0.250000
0 290 0.071429
0 291 0.027778
0 292 1.000000
0 293 0.333333
0 294 0.333333
0 295 0.100000
0 296 0.142857
0 297 0.040000
0 298 0.090909
0 299 0.050000
0 300 0.142857
0 301 0.333333
0 302 0.050000
0 303 0.047619
0 304 0.018182
0 305 0.500000
0 306 0.111111
0 307 0.250000
0 308 0.041667
0 309 0.100000
0 310 0.076923
0 311 0.142857
0 312 0.038462
0 313 0.027027
0 314 0.076923
0 315 0.017857
0 316 0.500000
0 317 0.142857
0 318 0.090909
0 319 0.125000
0 320 0.047619
0 321 0.333333
0 322 0.013889
0 323 0.025641
0 324 0.038462
0 325 0.025641
0 326 0.052632
0 327 0.250000
0 328 0.111111
0 329 0.033333
0 330 0.062500
0 331 0.050000
0 332 0.023256
0 333 0.125000
0 334 0.035714
0 335 1.000000
0 336 0.333333
0 337 0.111111
0 338 0.142857
0 339 0.037037
0 340 0.166667
0 341 0.083333
0 342 0.029412
0 343 0.055556
0 344 0.111111
0 345 0.062500
0 346 0.037037
0 347 0.142857
1 0 0.002882
1 48 0.045455
1 53 0.032258
1 54 0.125000
1 73 0.100000
1 88 0.050000
1 92 0.047619
1 119 0.016129
1 126 0.142857
1 133 0.055556
1 194 0.052632
1 236 0.027027
1 280 0.023256
1 299 0.050000
1 315 0.017857
1 322 0.013889
1 346 0.037037
2 0 0.002882
2 20 0.066667
2 115 0.047619
2 116 0.058824
2 149 0.071429
2 226 0.071429
2 312 0.038462
2 326 0.052632
2 333 0.125000
2 343 0.055556
3 0 0.002882
3 9 0.017544
3 25 0.014493
3 26 0.014706
3 67 0.013158
3 72 0.041667
3 85 0.071429
3 122 0.015873
3 142 0.023256
3 170 0.021739
3 188 0.020833
3 200 0.017544
3 228 0.333333
3 274 0.071429
3 280 0.023256
3 283 0.200000
3 323 0.025641
4 0 0.002882
4 78 0.111111
4 152 0.200000
4 181 0.100000
4 195 0.111111
4 218 0.111111
4 273 0.111111
4 275 0.100000
4 306 0.111111
4 328 0.111111
5 0 0.002882
5 87 0.076923
5 122 0.015873
5 156 0.083333
5 158 0.040000
5 169 0.026316
5 180 0.050000
5 187 0.062500
5 204 0.045455
5 213 0.025641
5 235 0.200000
5 315 0.017857
5 316 0.500000
6 0 0.002882
6 89 0.125000
6 95 0.166667
6 147 0.166667
6 219 0.166667
6 319 0.125000
7 0 0.002882
7 22 0.090909
7 31 0.043478
7 38 0.111111
7 65 0.083333
7 87 0.076923
7 103 0.062500
7 129 0.142857
7 136 0.007519
7 168 0.090909
7 213 0.025641
7 246 0.071429
7 291 0.027778
7 304 0.018182
7 308 0.041667
7 315 0.017857
7 322 0.013889
7 339 0.037037
7 340 0.166667
7 347 0.142857
8 0 0.002882
8 91 0.125000
8 110 0.200000
8 193 0.200000
8 201 0.250000
8 245 0.200000
8 259 0.125000
8 264 0.200000
9 0 0.002882
9 3 0.058824
9 21 0.015385
9 25 0.014493
9 26 0.014706
9 30 0.058824
9 56 0.012821
9 66 0.066667
9 67 0.013158
9 69 0.100000
9 72 0.041667
9 75 0.071429
9 79 0.083333
9 85 0.071429
9 105 0.071429
9 113 0.025000
9 119 0.016129
9 122 0.015873
9 128 0.035714
9 133 0.055556
9 134 0.052632
9 141 0.035714
9 142 0.023256
9 148 0.050000
9 156 0.083333
9 161 0.040000
9 169 0.026316
9 170 0.021739
9 176 0.071429
9 185 0.038462
9 186 0.022727
9 188 0.020833
9 199 0.021277
9 200 0.017544
9 203 0.017544
9 224 0.035714
9 231 0.047619
9 232 0.040000
9 252 0.015385
9 258 0.066667
9 271 0.013699
9 272 0.022222
9 276 0.055556
9 277 0.015385
9 280 0.023256
9 285 0.021277
9 291 0.027778
9 295 0.100000
9 297 0.040000
9 304 0.018182
9 315 0.017857
9 322 0.013889
9 323 0.025641
9 329 0.033333
9 334 0.035714
9 341 0.083333
9 342 0.029412
10 0 0.002882
10 67 0.013158
10 142 0.023256
10 169 0.026316
10 200 0.017544
10 277 0.015385
10 285 0.021277
10 291 0.027778
10 323 0.025641
10 332 0.023256
11 0 0.002882
12 0 0.002882
13 0 0.002882
13 21 0.015385
13 26 0.014706
13 56 0.012821
13 59 0.052632
13 65 0.083333
13 67 0.013158
13 82 0.029412
13 98 0.020408
13 109 0.027027
13 118 0.027778
13 119 0.016129
13 148 0.050000
13 172 0.024390
13 188 0.020833
13 199 0.021277
13 211 0.033333
13 223 0.037037
13 236 0.027027
13 238 0.043478
13 239 0.016949
13 252 0.015385
13 261 0.026316
13 265 0.037037
13 271 0.013699
13 277 0.015385
13 304 0.018182
13 313 0.027027
13 325 0.025641
13 332 0.023256
13 342 0.029412
14 0 0.002882
14 20 0.066667
14 28 0.076923
14 41 0.041667
14 115 0.047619
14 116 0.058824
14 144 0.066667
14 149 0.071429
14 151 0.142857
14 214 0.058824
14 226 0.071429
14 310 0.076923
14 312 0.038462
14 326 0.052632
14 343 0.055556
15 0 0.002882
16 0 0.002882
16 29 0.076923
16 82 0.029412
16 118 0.027778
16 172 0.024390
16 261 0.026316
16 329 0.033333
16 331 0.050000
16 332 0.023256
17 0 0.002882
17 19 0.062500
17 41 0.041667
17 111 0.071429
17 115 0.047619
17 116 0.058824
17 137 0.062500
17 140 0.090909
17 144 0.066667
17 214 0.058824
17 310 0.076923
17 312 0.038462
17 326 0.052632
18 0 0.002882
19 0 0.002882
19 17 0.076923
19 41 0.041667
19 89 0.125000
19 112 0.333333
19 115 0.047619
19 138 0.500000
19 174 0.250000
19 175 0.058824
19 214 0.058824
19 227 0.066667
19 289 0.250000
19 293 0.333333
19 312 0.038462
19 319 0.125000
19 343 0.055556
20 0 0.002882
20 2 0.100000
20 14 0.066667
20 41 0.041667
20 44 0.166667
20 111 0.071429
20 115 0.047619
20 149 0.071429
20 162 0.125000
20 214 0.058824
20 226 0.071429
20 312 0.038462
20 326 0.052632
20 333 0.125000
20 343 0.055556
21 0 0.002882
21 9 0.017544
21 13 0.032258
21 25 0.014493
21 26 0.014706
21 31 0.043478
21 39 0.066667
21 40 0.022727
21 55 0.058824
21 56 0.012821
21 66 0.066667
21 67 0.013158
21 88 0.050000
21 98 0.020408
21 104 0.031250
21 105 0.071429
21 108 0.076923
21 109 0.027027
21 119 0.016129
21 121 0.083333
21 122 0.015873
21 123 0.055556
21 127 0.062500
21 134 0.052632
21 136 0.007519
21 142 0.023256
21 159 0.071429
21 161 0.040000
21 165 0.090909
21 169 0.026316
21 170 0.021739
21 184 0.055556
21 186 0.022727
21 188 0.020833
21 197 0.062500
21 200 0.017544
21 203 0.017544
21 212 0.055556
21 223 0.037037
21 232 0.040000
21 235 0.200000
21 236 0.027027
21 239 0.016949
21 248 0.047619
21 251 0.071429
21 252 0.015385
21 271 0.013699
21 272 0.022222
21 274 0.071429
21 277 0.015385
21 280 0.023256
21 281 0.062500
21 284 0.062500
21 297 0.040000
21 304 0.018182
21 308 0.041667
21 313 0.027027
21 315 0.017857
21 322 0.013889
21 323 0.025641
21 325 0.025641
21 332 0.023256
21 334 0.035714
21 342 0.029412
21 345 0.062500
22 0 0.002882
22 7 0.050000
22 87 0.076923
22 158 0.040000
22 168 0.090909
22 185 0.038462
22 277 0.015385
22 308 0.041667
22 324 0.038462
22 339 0.037037
22 347 0.142857
23 0 0.002882
23 51 0.142857
23 61 0.333333
23 83 0.142857
23 99 0.076923
23 116 0.058824
23 124 0.250000
23 144 0.066667
23 155 0.333333
23 175 0.058824
23 190 0.250000
23 227 0.066667
23 230 0.111111
23 237 0.142857
23 240 0.333333
23 245 0.200000
23 267 0.500000
24 0 0.002882
24 53 0.032258
24 57 0.066667
24 80 0.043478
24 92 0.047619
24 94 0.045455
24 101 0.052632
24 180 0.050000
24 187 0.062500
24 194 0.052632
24 242 0.041667
24 249 0.041667
24 266 0.055556
24 299 0.050000
24 302 0.050000
24 346 0.037037
25 0 0.002882
25 3 0.058824
25 9 0.017544
25 21 0.015385
25 26 0.014706
25 31 0.043478
25 39 0.066667
25 40 0.022727
25 51 0.142857
25 56 0.012821
25 65 0.083333
25 67 0.013158
25 69 0.100000
25 72 0.041667
25 73 0.100000
25 76 0.333333
25 79 0.083333
25 83 0.142857
25 84 0.076923
25 88 0.050000
25 94 0.045455
25 98 0.020408
25 103 0.062500
25 104 0.031250
25 105 0.071429
25 113 0.025000
25 119 0.016129
25 122 0.015873
25 130 0.062500
25 141 0.035714
25 148 0.050000
25 158 0.040000
25 169 0.026316
25 170 0.021739
25 176 0.071429
25 185 0.038462
25 186 0.022727
25 188 0.020833
25 199 0.021277
25 200 0.017544
25 203 0.017544
25 221 0.125000
25 224 0.035714
25 231 0.047619
25 232 0.040000
25 236 0.027027
25 237 0.142857
25 239 0.016949
25 246 0.071429
25 252 0.015385
25 257 0.055556
25 270 0.250000
25 271 0.013699
25 272 0.022222
25 276 0.055556
25 277 0.015385
25 280 0.023256
25 283 0.200000
25 285 0.021277
25 288 0.250000
25 290 0.071429
25 291 0.027778
25 297 0.040000
25 322 0.013889
25 323 0.025641
25 325 0.025641
25 331 0.050000
25 332 0.023256
25 336 0.333333
26 0 0.002882
26 3 0.058824
26 9 0.017544
26 13 0.032258
26 21 0.015385
26 25 0.014493
26 40 0.022727
26 55 0.058824
26 56 0.012821
26 62 0.038462
26 66 0.066667
26 67 0.013158
26 69 0.100000
26 72 0.041667
26 79 0.083333
26 98 0.020408
26 104 0.031250
26 109 0.027027
26 113 0.025000
26 118 0.027778
26 119 0.016129
26 122 0.015873
26 123 0.055556
26 128 0.035714
26 133 0.055556
26 134 0.052632
26 141 0.035714
26 142 0.023256
26 158 0.040000
26 161 0.040000
26 169 0.026316
26 170 0.021739
26 172 0.024390
26 176 0.071429
26 185 0.038462
26 186 0.022727
26 188 0.020833
26 199 0.021277
26 200 0.017544
26 203 0.017544
26 212 0.055556
26 223 0.037037
26 224 0.035714
26 232 0.040000
26 236 0.027027
26 239 0.016949
26 248 0.047619
26 252 0.015385
26 257 0.055556
26 265 0.037037
26 271 0.013699
26 276 0.055556
26 277 0.015385
26 280 0.023256
26 285 0.021277
26 291 0.027778
26 295 0.100000
26 297 0.040000
26 298 0.090909
26 304 0.018182
26 308 0.041667
26 313 0.027027
26 315 0.017857
26 322 0.013889
26 323 0.025641
26 325 0.025641
26 332 0.023256
26 334 0.035714
27 0 0.002882
27 54 0.125000
27 119 0.016129
27 324 0.038462
27 329 0.033333
28 0 0.002882
28 14 0.066667
28 41 0.041667
28 115 0.047619
28 116 0.058824
28 140 0.090909
28 144 0.066667
28 149 0.071429
28 151 0.142857
28 226 0.071429
28 310 0.076923
28 312 0.038462
28 326 0.052632
29 0 0.002882
29 16 0.111111
29 40 0.022727
29 82 0.029412
29 106 0.125000
29 118 0.027778
29 172 0.024390
29 203 0.017544
29 211 0.033333
29 231 0.047619
29 247 0.333333
29 252 0.015385
29 338 0.142857
30 0 0.002882
30 9 0.017544
30 48 0.045455
30 56 0.012821
30 73 0.100000
30 178 0.076923
30 188 0.020833
30 200 0.017544
30 213 0.025641
30 224 0.035714
30 236 0.027027
30 271 0.013699
30 303 0.047619
30 304 0.018182
30 322 0.013889
30 329 0.033333
30 331 0.050000
31 0 0.002882
31 7 0.050000
31 21 0.015385
31 25 0.014493
31 51 0.142857
31 67 0.013158
31 83 0.142857
31 84 0.076923
31 109 0.027027
31 122 0.015873
31 129 0.142857
31 142 0.023256
31 168 0.090909
31 200 0.017544
31 237 0.142857
31 252 0.015385
31 277 0.015385
31 280 0.023256
31 291 0.027778
31 304 0.018182
31 308 0.041667
31 338 0.142857
31 339 0.037037
32 0 0.002882
32 93 0.125000
32 137 0.062500
32 167 0.142857
32 310 0.076923
32 337 0.111111
33 0 0.002882
33 42 0.500000
34 0 0.002882
34 173 0.083333
34 348 0.004367
34 414 0.006289
34 428 0.008696
35 0 0.002882
35 143 0.083333
36 0 0.002882
36 108 0.076923
36 127 0.062500
36 135 0.100000
36 184 0.055556
36 197 0.062500
36 251 0.071429
36 281 0.062500
36 284 0.062500
36 309 0.100000
36 320 0.047619
37 0 0.002882
38 0 0.002882
38 7 0.050000
38 117 0.166667
38 141 0.035714
38 178 0.076923
38 248 0.047619
38 322 0.013889
38 332 0.023256
38 339 0.037037
39 0 0.002882
39 21 0.015385
39 25 0.014493
39 69 0.100000
39 105 0.071429
39 119 0.016129
39 121 0.083333
39 141 0.035714
39 161 0.040000
39 165 0.090909
39 200 0.017544
39 257 0.055556
39 277 0.015385
39 280 0.023256
39 313 0.027027
40 0 0.002882
40 21 0.015385
40 25 0.014493
40 26 0.014706
40 29 0.076923
40 56 0.012821
40 67 0.013158
40 72 0.041667
40 77 0.166667
40 113 0.025000
40 132 0.062500
40 133 0.055556
40 141 0.035714
40 142 0.023256
40 158 0.040000
40 169 0.026316
40 172 0.024390
40 199 0.021277
40 200 0.017544
40 203 0.017544
40 212 0.055556
40 213 0.025641
40 224 0.035714
40 231 0.047619
40 232 0.040000
40 239 0.016949
40 257 0.055556
40 258 0.066667
40 265 0.037037
40 271 0.013699
40 272 0.022222
40 274 0.071429
40 277 0.015385
40 280 0.023256
40 298 0.090909
40 304 0.018182
40 307 0.250000
40 315 0.017857
40 317 0.142857
40 322 0.013889
40 325 0.025641
40 329 0.033333
40 332 0.023256
40 334 0.035714
41 0 0.002882
41 14 0.066667
41 17 0.076923
41 19 0.062500
41 20 0.066667
41 28 0.076923
41 44 0.166667
41 93 0.125000
41 111 0.071429
41 115 0.047619
41 116 0.058824
41 137 0.062500
41 140 0.090909
41 144 0.066667
41 151 0.142857
41 214 0.058824
41 226 0.071429
41 230 0.111111
41 243 0.125000
41 310 0.076923
41 312 0.038462
41 326 0.052632
41 337 0.111111
41 343 0.055556
42 0 0.002882
42 33 0.500000
43 0 0.002882
44 0 0.002882
44 20 0.066667
44 41 0.041667
44 111 0.071429
44 312 0.038462
44 343 0.055556
45 0 0.002882
45 67 0.013158
45 104 0.031250
45 122 0.015873
45 132 0.062500
45 142 0.023256
45 186 0.022727
45 200 0.017544
45 221 0.125000
45 303 0.047619
45 322 0.013889
45 345 0.062500
46 0 0.002882
46 143 0.083333
46 175 0.058824
46 177 0.090909
46 278 0.100000
47 0 0.002882
47 301 0.333333
48 0 0.002882
48 1 0.058824
48 30 0.058824
48 53 0.032258
48 54 0.125000
48 57 0.066667
48 73 0.100000
48 80 0.043478
48 88 0.050000
48 119 0.016129
48 126 0.142857
48 130 0.062500
48 180 0.050000
48 199 0.021277
48 203 0.017544
48 271 0.013699
48 299 0.050000
48 302 0.050000
48 320 0.047619
48 322 0.013889
48 330 0.062500
48 332 0.023256
49 0 0.002882
49 192 0.200000
49 241 0.500000
49 255 0.500000
50 0 0.002882
50 109 0.027027
50 113 0.025000
50 119 0.016129
50 146 0.100000
50 148 0.050000
50 203 0.017544
50 277 0.015385
50 314 0.076923
50 331 0.050000
50 334 0.035714
51 0 0.002882
51 23 0.058824
51 25 0.014493
51 31 0.043478
51 83 0.142857
51 84 0.076923
51 237 0.142857
52 0 0.002882
52 192 0.200000
53 0 0.002882
53 1 0.058824
53 24 0.062500
53 48 0.045455
53 54 0.125000
53 88 0.050000
53 92 0.047619
53 94 0.045455
53 101 0.052632
53 130 0.062500
53 146 0.100000
53 180 0.050000
53 191 0.333333
53 194 0.052632
53 196 0.076923
53 204 0.045455
53 213 0.025641
53 242 0.041667
53 248 0.047619
53 249 0.041667
53 254 0.058824
53 260 0.125000
53 266 0.055556
53 299 0.050000
53 302 0.050000
53 315 0.017857
53 317 0.142857
53 322 0.013889
53 330 0.062500
53 332 0.023256
53 346 0.037037
54 0 0.002882
54 1 0.058824
54 27 0.200000
54 48 0.045455
54 53 0.032258
54 119 0.016129
54 313 0.027027
54 329 0.033333
55 0 0.002882
55 21 0.015385
55 26 0.014706
55 56 0.012821
55 67 0.013158
55 104 0.031250
55 122 0.015873
55 123 0.055556
55 170 0.021739
55 185 0.038462
55 186 0.022727
55 200 0.017544
55 203 0.017544
55 239 0.016949
55 252 0.015385
55 261 0.026316
55 277 0.015385
56 0 0.002882
56 9 0.017544
56 13 0.032258
56 21 0.015385
56 25 0.014493
56 26 0.014706
56 30 0.058824
56 40 0.022727
56 55 0.058824
56 59 0.052632
56 60 0.125000
56 62 0.038462
56 63 0.166667
56 66 0.066667
56 67 0.013158
56 72 0.041667
56 75 0.071429
56 82 0.029412
56 88 0.050000
56 98 0.020408
56 103 0.062500
56 104 0.031250
56 109 0.027027
56 113 0.025000
56 118 0.027778
56 119 0.016129
56 122 0.015873
56 128 0.035714
56 132 0.062500
56 134 0.052632
56 136 0.007519
56 141 0.035714
56 142 0.023256
56 161 0.040000
56 169 0.026316
56 170 0.021739
56 172 0.024390
56 185 0.038462
56 186 0.022727
56 188 0.020833
56 199 0.021277
56 200 0.017544
56 203 0.017544
56 207 0.333333
56 211 0.033333
56 212 0.055556
56 213 0.025641
56 221 0.125000
56 222 0.090909
56 223 0.037037
56 231 0.047619
56 232 0.040000
56 238 0.043478
56 239 0.016949
56 252 0.015385
56 261 0.026316
56 265 0.037037
56 271 0.013699
56 272 0.022222
56 276 0.055556
56 277 0.015385
56 285 0.021277
56 290 0.071429
56 291 0.027778
56 297 0.040000
56 298 0.090909
56 303 0.047619
56 304 0.018182
56 313 0.027027
56 315 0.017857
56 322 0.013889
56 323 0.025641
56 325 0.025641
56 331 0.050000
56 332 0.023256
56 334 0.035714
56 341 0.083333
56 342 0.029412
57 0 0.002882
57 24 0.062500
57 48 0.045455
57 80 0.043478
57 92 0.047619
57 108 0.076923
57 184 0.055556
57 204 0.045455
57 213 0.025641
57 242 0.041667
57 249 0.041667
57 277 0.015385
57 302 0.050000
57 320 0.047619
57 346 0.037037
58 0 0.002882
58 107 0.000957
58 171 0.045455
58 269 0.166667
58 1684 0.001263
58 1912 0.001325
58 2814 0.500000
58 2838 0.250000
58 2885 0.250000
58 3003 0.250000
58 3173 0.055556
58 3290 0.200000
59 0 0.002882
59 13 0.032258
59 56 0.012821
59 82 0.029412
59 98 0.020408
59 118 0.027778
59 172 0.024390
59 186 0.022727
59 203 0.017544
59 211 0.033333
59 238 0.043478
59 239 0.016949
59 250 0.200000
59 252 0.015385
59 261 0.026316
59 268 0.090909
59 271 0.013699
59 325 0.025641
59 342 0.029412
60 0 0.002882
60 56 0.012821
60 158 0.040000
60 239 0.016949
60 285 0.021277
60 291 0.027778
60 313 0.027027
60 322 0.013889
61 0 0.002882
61 23 0.058824
61 193 0.200000
62 0 0.002882
62 26 0.014706
62 56 0.012821
62 67 0.013158
62 96 0.111111
62 98 0.020408
62 122 0.015873
62 130 0.062500
62 133 0.055556
62 141 0.035714
62 142 0.023256
62 161 0.040000
62 170 0.021739
62 186 0.022727
62 199 0.021277
62 200 0.017544
62 223 0.037037
62 224 0.035714
62 236 0.027027
62 239 0.016949
62 261 0.026316
62 276 0.055556
62 318 0.090909
62 322 0.013889
62 323 0.025641
62 341 0.083333
63 0 0.002882
63 56 0.012821
63 261 0.026316
63 271 0.013699
63 313 0.027027
63 342 0.029412
64 0 0.002882
64 100 0.111111
64 119 0.016129
64 150 0.090909
64 171 0.045455
64 189 0.142857
64 217 0.125000
65 0 0.002882
65 7 0.050000
65 13 0.032258
65 25 0.014493
65 82 0.029412
65 118 0.027778
65 203 0.017544
65 252 0.015385
65 261 0.026316
65 297 0.040000
65 314 0.076923
65 339 0.037037
66 0 0.002882
66 9 0.017544
66 21 0.015385
66 26 0.014706
66 56 0.012821
66 67 0.013158
66 113 0.025000
66 122 0.015873
66 134 0.052632
66 142 0.023256
66 239 0.016949
66 252 0.015385
66 304 0.018182
66 308 0.041667
66 334 0.035714
67 0 0.002882
67 3 0.058824
67 9 0.017544
67 10 0.100000
67 13 0.032258
67 21 0.015385
67 25 0.014493
67 26 0.014706
67 31 0.043478
67 40 0.022727
67 45 0.083333
67 55 0.058824
67 56 0.012821
67 62 0.038462
67 66 0.066667
67 69 0.100000
67 72 0.041667
67 75 0.071429
67 79 0.083333
67 82 0.029412
67 98 0.020408
67 104 0.031250
67 109 0.027027
67 113 0.025000
67 118 0.027778
67 119 0.016129
67 122 0.015873
67 123 0.055556
67 128 0.035714
67 134 0.052632
67 136 0.007519
67 141 0.035714
67 142 0.023256
67 156 0.083333
67 158 0.040000
67 161 0.040000
67 169 0.026316
67 170 0.021739
67 185 0.038462
67 186 0.022727
67 188 0.020833
67 196 0.076923
67 199 0.021277
67 200 0.017544
67 203 0.017544
67 212 0.055556
67 213 0.025641
67 223 0.037037
67 224 0.035714
67 236 0.027027
67 239 0.016949
67 248 0.047619
67 252 0.015385
67 261 0.026316
67 265 0.037037
67 271 0.013699
67 272 0.022222
67 277 0.015385
67 280 0.023256
67 285 0.021277
67 290 0.071429
67 297 0.040000
67 303 0.047619
67 304 0.018182
67 308 0.041667
67 313 0.027027
67 315 0.017857
67 322 0.013889
67 323 0.025641
67 324 0.038462
67 325 0.025641
67 332 0.023256
67 334 0.035714
67 342 0.029412
67 344 0.111111
67 345 0.062500
68 0 0.002882
68 99 0.076923
68 143 0.083333
68 175 0.058824
68 177 0.090909
68 225 0.100000
68 227 0.066667
68 263 0.142857
68 296 0.142857
69 0 0.002882
69 9 0.017544
69 25 0.014493
69 26 0.014706
69 39 0.066667
69 67 0.013158
69 105 0.071429
69 121 0.083333
69 236 0.027027
69 304 0.018182
70 0 0.002882
70 230 0.111111
71 0 0.002882
71 230 0.111111
71 307 0.250000
72 0 0.002882
72 3 0.058824
72 9 0.017544
72 25 0.014493
72 26 0.014706
72 40 0.022727
72 56 0.012821
72 67 0.013158
72 113 0.025000
72 132 0.062500
72 141 0.035714
72 165 0.090909
72 172 0.024390
72 199 0.021277
72 200 0.017544
72 212 0.055556
72 232 0.040000
72 239 0.016949
72 252 0.015385
72 271 0.013699
72 272 0.022222
72 291 0.027778
72 298 0.090909
72 329 0.033333
73 0 0.002882
73 1 0.058824
73 25 0.014493
73 30 0.058824
73 48 0.045455
73 88 0.050000
73 126 0.142857
73 130 0.062500
73 299 0.050000
73 331 0.050000
74 0 0.002882
75 0 0.002882
75 9 0.017544
75 56 0.012821
75 67 0.013158
75 85 0.071429
75 170 0.021739
75 188 0.020833
75 200 0.017544
75 258 0.066667
75 272 0.022222
75 274 0.071429
75 304 0.018182
75 322 0.013889
75 323 0.025641
76 0 0.002882
76 25 0.014493
76 270 0.250000
77 0 0.002882
77 40 0.022727
77 117 0.166667
77 231 0.047619
77 294 0.333333
77 332 0.023256
78 0 0.002882
78 4 0.100000
78 181 0.100000
78 195 0.111111
78 218 0.111111
78 273 0.111111
78 275 0.100000
78 306 0.111111
78 328 0.111111
79 0 0.002882
